carrier_name,distance_km,transit_days_expected,traffic_congestion,weather_impact_score,order_priority,is_delayed
Maersk Intermodal,1108.4,3,LOW,0.97,LOW,1
Maersk Intermodal,1798.2,4,LOW,0.6,URGENT,0
FedEx Freight,3631.2,7,HIGH,0.36,LOW,1
UPS Supply Chain Solutions,460.0,1,HIGH,0.24,MEDIUM,1
FedEx Freight,3062.1,7,LOW,0.72,HIGH,0
DHL Express Global,2242.8,4,MEDIUM,0.64,URGENT,0
FedEx Freight,3300.2,6,LOW,0.2,URGENT,0
FedEx Freight,1665.4,3,HIGH,0.32,MEDIUM,1
FedEx Freight,1708.1,3,LOW,0.05,MEDIUM,1
DHL Express Global,606.1,2,MEDIUM,0.31,HIGH,0
UPS Supply Chain Solutions,2604.5,6,LOW,0.78,MEDIUM,0
Maersk Intermodal,2687.0,6,HIGH,0.35,URGENT,0
DHL Express Global,1250.7,4,LOW,0.21,HIGH,0
FedEx Freight,2522.5,6,HIGH,0.72,HIGH,1
FedEx Freight,2515.5,6,HIGH,0.62,URGENT,1
FedEx Freight,1421.3,4,MEDIUM,0.77,URGENT,1
DHL Express Global,640.5,2,HIGH,0.5,MEDIUM,1
FedEx Freight,2508.5,6,LOW,0.16,LOW,0
FedEx Freight,695.2,2,MEDIUM,0.42,HIGH,0
UPS Supply Chain Solutions,426.6,1,MEDIUM,0.65,URGENT,1
Maersk Intermodal,2034.8,4,MEDIUM,0.88,LOW,1
UPS Supply Chain Solutions,3006.4,7,MEDIUM,0.78,HIGH,1
FedEx Freight,2763.1,5,LOW,0.64,LOW,0
DHL Express Global,2564.0,6,LOW,0.89,URGENT,0
UPS Supply Chain Solutions,884.9,2,MEDIUM,0.75,URGENT,1
FedEx Freight,2128.0,5,MEDIUM,0.18,MEDIUM,1
FedEx Freight,2629.8,6,LOW,0.96,URGENT,1
FedEx Freight,503.0,1,LOW,0.1,MEDIUM,0
DHL Express Global,416.5,1,MEDIUM,0.02,MEDIUM,0
Maersk Intermodal,1190.3,3,LOW,0.0,URGENT,0
FedEx Freight,3607.9,7,LOW,0.2,LOW,0
DHL Express Global,2152.4,4,MEDIUM,0.12,URGENT,0
Maersk Intermodal,2131.7,5,LOW,0.04,URGENT,0
FedEx Freight,361.6,1,LOW,0.84,MEDIUM,1
DHL Express Global,729.9,3,MEDIUM,0.97,URGENT,1
UPS Supply Chain Solutions,2336.8,5,LOW,0.34,URGENT,0
Maersk Intermodal,2151.9,4,LOW,0.5,MEDIUM,1
Maersk Intermodal,2582.1,6,MEDIUM,0.37,MEDIUM,1
DHL Express Global,3647.0,8,MEDIUM,0.34,HIGH,0
DHL Express Global,1157.8,3,LOW,0.89,MEDIUM,1
Maersk Intermodal,2180.2,4,MEDIUM,0.29,HIGH,0
DHL Express Global,1209.7,4,MEDIUM,0.94,MEDIUM,0
FedEx Freight,1070.0,2,MEDIUM,0.25,MEDIUM,0
DHL Express Global,626.2,2,LOW,0.45,URGENT,0
UPS Supply Chain Solutions,3169.9,6,LOW,0.02,URGENT,0
Maersk Intermodal,3759.8,8,MEDIUM,0.27,MEDIUM,0
UPS Supply Chain Solutions,3039.3,7,LOW,0.7,MEDIUM,0
UPS Supply Chain Solutions,1985.2,5,MEDIUM,0.82,MEDIUM,1
UPS Supply Chain Solutions,589.6,2,MEDIUM,0.82,URGENT,0
DHL Express Global,1449.3,3,MEDIUM,0.93,URGENT,0
Maersk Intermodal,1353.5,4,MEDIUM,0.65,MEDIUM,1
Maersk Intermodal,3754.1,7,LOW,0.62,MEDIUM,1
Maersk Intermodal,2332.3,5,MEDIUM,0.34,LOW,1
FedEx Freight,3402.5,7,MEDIUM,0.8,LOW,1
DHL Express Global,3469.4,6,MEDIUM,0.35,URGENT,1
UPS Supply Chain Solutions,3379.2,7,LOW,0.47,URGENT,0
FedEx Freight,1208.6,4,HIGH,0.72,MEDIUM,1
UPS Supply Chain Solutions,3054.9,6,LOW,0.41,HIGH,0
UPS Supply Chain Solutions,2236.1,5,LOW,0.96,HIGH,1
DHL Express Global,1407.1,4,HIGH,0.58,MEDIUM,1
Maersk Intermodal,1952.7,4,HIGH,0.03,HIGH,1
UPS Supply Chain Solutions,2211.5,5,MEDIUM,0.53,MEDIUM,1
DHL Express Global,1435.6,4,LOW,0.38,LOW,0
Maersk Intermodal,3613.8,7,LOW,0.4,HIGH,0
FedEx Freight,976.2,2,MEDIUM,0.75,HIGH,1
DHL Express Global,3479.6,7,HIGH,0.04,MEDIUM,1
UPS Supply Chain Solutions,2864.4,5,HIGH,0.74,HIGH,1
Maersk Intermodal,2858.4,5,LOW,0.52,URGENT,0
Maersk Intermodal,323.1,1,HIGH,0.37,HIGH,1
Maersk Intermodal,1248.1,4,MEDIUM,0.64,URGENT,0
DHL Express Global,2586.9,6,MEDIUM,0.05,HIGH,0
DHL Express Global,2544.8,6,LOW,0.04,MEDIUM,0
Maersk Intermodal,1752.7,4,MEDIUM,0.6,LOW,1
FedEx Freight,2131.3,5,MEDIUM,0.41,URGENT,1
FedEx Freight,1537.0,4,LOW,0.32,MEDIUM,0
DHL Express Global,2334.0,4,LOW,0.15,HIGH,0
FedEx Freight,797.0,3,MEDIUM,0.57,HIGH,1
FedEx Freight,2421.4,5,LOW,0.95,URGENT,1
DHL Express Global,799.3,3,LOW,0.82,LOW,0
UPS Supply Chain Solutions,3258.7,7,MEDIUM,0.6,MEDIUM,0
UPS Supply Chain Solutions,914.8,2,LOW,0.03,HIGH,0
UPS Supply Chain Solutions,3593.6,7,MEDIUM,0.17,LOW,1
DHL Express Global,2110.8,4,MEDIUM,0.15,MEDIUM,0
UPS Supply Chain Solutions,1103.0,3,MEDIUM,0.39,MEDIUM,0
FedEx Freight,2680.7,5,LOW,1.0,HIGH,1
UPS Supply Chain Solutions,1781.4,4,HIGH,0.75,URGENT,1
DHL Express Global,2230.6,5,LOW,0.88,LOW,1
DHL Express Global,1339.8,4,MEDIUM,0.37,LOW,0
UPS Supply Chain Solutions,741.2,3,LOW,0.78,MEDIUM,1
UPS Supply Chain Solutions,1985.4,5,LOW,0.29,LOW,1
DHL Express Global,2099.8,4,MEDIUM,0.08,MEDIUM,0
FedEx Freight,2420.8,6,LOW,0.73,HIGH,0
UPS Supply Chain Solutions,1433.6,3,HIGH,0.26,MEDIUM,1
UPS Supply Chain Solutions,1844.6,5,MEDIUM,0.23,MEDIUM,0
Maersk Intermodal,941.5,3,LOW,0.05,MEDIUM,0
DHL Express Global,2323.5,4,HIGH,0.32,MEDIUM,0
DHL Express Global,941.9,2,MEDIUM,0.83,MEDIUM,1
Maersk Intermodal,3467.8,6,LOW,0.08,LOW,0
UPS Supply Chain Solutions,310.9,1,MEDIUM,0.18,MEDIUM,1
Maersk Intermodal,976.3,3,MEDIUM,0.15,URGENT,0
UPS Supply Chain Solutions,828.5,2,MEDIUM,0.06,URGENT,0
DHL Express Global,2149.2,4,MEDIUM,0.32,LOW,1
DHL Express Global,2321.8,4,HIGH,0.89,HIGH,1
UPS Supply Chain Solutions,2222.3,4,LOW,0.1,URGENT,0
UPS Supply Chain Solutions,1701.1,3,MEDIUM,0.07,HIGH,0
FedEx Freight,2359.6,4,LOW,0.55,LOW,0
Maersk Intermodal,2692.2,6,HIGH,0.71,URGENT,1
Maersk Intermodal,802.0,2,LOW,0.31,MEDIUM,0
Maersk Intermodal,533.3,2,MEDIUM,0.88,LOW,0
UPS Supply Chain Solutions,3626.2,7,MEDIUM,0.95,URGENT,1
FedEx Freight,2949.6,6,MEDIUM,0.01,LOW,0
UPS Supply Chain Solutions,2126.6,5,MEDIUM,0.1,URGENT,1
FedEx Freight,3625.4,8,LOW,0.59,URGENT,0
Maersk Intermodal,2225.0,4,LOW,0.9,HIGH,0
UPS Supply Chain Solutions,1049.1,2,MEDIUM,0.67,URGENT,1
Maersk Intermodal,3471.9,7,HIGH,0.07,HIGH,0
Maersk Intermodal,2991.4,6,MEDIUM,0.33,MEDIUM,0
DHL Express Global,359.9,2,MEDIUM,0.83,LOW,0
DHL Express Global,713.0,2,HIGH,0.28,HIGH,1
DHL Express Global,1239.9,4,MEDIUM,0.89,URGENT,0
Maersk Intermodal,458.8,1,MEDIUM,0.67,URGENT,0
Maersk Intermodal,3285.6,6,HIGH,0.81,LOW,1
UPS Supply Chain Solutions,2639.7,5,MEDIUM,0.81,URGENT,1
DHL Express Global,2188.0,4,LOW,0.65,MEDIUM,1
UPS Supply Chain Solutions,1494.7,3,MEDIUM,0.01,MEDIUM,0
UPS Supply Chain Solutions,2616.4,5,MEDIUM,0.62,LOW,0
DHL Express Global,1585.5,3,MEDIUM,0.36,LOW,1
DHL Express Global,1570.5,3,LOW,0.82,LOW,0
UPS Supply Chain Solutions,3460.2,7,LOW,0.04,HIGH,1
UPS Supply Chain Solutions,1460.2,4,LOW,0.62,HIGH,1
Maersk Intermodal,1939.1,4,MEDIUM,0.92,HIGH,0
Maersk Intermodal,521.3,1,LOW,0.16,LOW,1
Maersk Intermodal,1971.3,5,MEDIUM,0.25,HIGH,0
FedEx Freight,2103.0,4,HIGH,0.44,HIGH,1
DHL Express Global,2985.3,5,HIGH,0.94,LOW,0
Maersk Intermodal,3654.0,7,HIGH,0.71,URGENT,0
DHL Express Global,3290.7,6,LOW,0.89,HIGH,1
UPS Supply Chain Solutions,2981.6,5,MEDIUM,0.22,MEDIUM,0
UPS Supply Chain Solutions,1084.7,3,MEDIUM,0.47,LOW,1
FedEx Freight,2738.5,6,MEDIUM,0.04,LOW,1
Maersk Intermodal,1513.3,3,MEDIUM,0.79,URGENT,1
FedEx Freight,3277.6,7,HIGH,0.33,MEDIUM,1
FedEx Freight,2467.1,5,LOW,0.47,MEDIUM,1
DHL Express Global,1621.2,4,MEDIUM,0.96,URGENT,0
Maersk Intermodal,2266.9,4,MEDIUM,0.89,MEDIUM,1
UPS Supply Chain Solutions,3330.2,6,MEDIUM,0.82,MEDIUM,0
DHL Express Global,1789.2,3,MEDIUM,0.12,URGENT,0
Maersk Intermodal,1418.0,4,MEDIUM,0.87,HIGH,1
DHL Express Global,2949.9,6,LOW,0.79,URGENT,0
DHL Express Global,3109.2,6,LOW,0.55,HIGH,0
DHL Express Global,3214.3,6,MEDIUM,0.83,MEDIUM,1
FedEx Freight,3720.6,8,MEDIUM,0.38,MEDIUM,1
DHL Express Global,1023.7,3,MEDIUM,0.57,MEDIUM,1
UPS Supply Chain Solutions,779.7,2,LOW,0.93,URGENT,1
UPS Supply Chain Solutions,1821.4,4,MEDIUM,0.93,URGENT,1
DHL Express Global,1084.7,2,MEDIUM,0.02,MEDIUM,0
Maersk Intermodal,2322.6,4,HIGH,0.75,URGENT,1
Maersk Intermodal,2240.3,4,HIGH,0.84,LOW,1
DHL Express Global,3174.4,6,MEDIUM,0.92,URGENT,1
FedEx Freight,660.6,2,MEDIUM,0.68,URGENT,0
FedEx Freight,2138.8,4,HIGH,0.09,URGENT,1
Maersk Intermodal,1352.0,4,HIGH,0.47,LOW,1
FedEx Freight,2509.5,6,HIGH,0.85,HIGH,1
UPS Supply Chain Solutions,568.8,2,MEDIUM,0.04,URGENT,0
FedEx Freight,1535.8,4,MEDIUM,0.43,URGENT,0
Maersk Intermodal,1694.2,4,LOW,0.28,HIGH,1
UPS Supply Chain Solutions,2927.9,5,LOW,0.8,URGENT,0
Maersk Intermodal,815.8,2,LOW,0.56,URGENT,0
UPS Supply Chain Solutions,514.1,1,LOW,0.99,LOW,0
FedEx Freight,2746.2,5,LOW,0.83,MEDIUM,0
UPS Supply Chain Solutions,1841.0,5,HIGH,0.67,LOW,1
DHL Express Global,1599.4,4,HIGH,0.57,URGENT,0
FedEx Freight,2802.0,5,LOW,0.83,HIGH,0
FedEx Freight,1330.5,4,MEDIUM,0.04,MEDIUM,0
DHL Express Global,834.4,2,MEDIUM,0.97,HIGH,0
Maersk Intermodal,1796.0,3,HIGH,0.39,MEDIUM,1
DHL Express Global,3133.2,6,LOW,0.76,URGENT,1
Maersk Intermodal,2547.0,6,LOW,0.0,URGENT,1
UPS Supply Chain Solutions,988.2,3,LOW,0.2,URGENT,1
DHL Express Global,1533.7,3,LOW,0.12,URGENT,1
FedEx Freight,391.2,1,MEDIUM,0.57,URGENT,1
DHL Express Global,1635.2,3,HIGH,0.38,LOW,1
UPS Supply Chain Solutions,1874.8,4,MEDIUM,0.14,URGENT,1
Maersk Intermodal,2731.2,5,LOW,0.87,MEDIUM,0
UPS Supply Chain Solutions,1219.8,4,MEDIUM,0.92,MEDIUM,1
DHL Express Global,777.6,2,HIGH,0.6,MEDIUM,1
UPS Supply Chain Solutions,3137.4,6,MEDIUM,0.76,HIGH,1
DHL Express Global,1055.3,2,MEDIUM,0.56,MEDIUM,1
DHL Express Global,841.1,3,LOW,0.51,MEDIUM,1
Maersk Intermodal,3030.7,6,HIGH,0.23,MEDIUM,1
FedEx Freight,1473.0,4,MEDIUM,0.78,HIGH,1
FedEx Freight,3134.6,7,MEDIUM,0.84,URGENT,0
Maersk Intermodal,2598.7,5,LOW,0.29,LOW,1
Maersk Intermodal,1784.8,4,MEDIUM,0.84,LOW,1
Maersk Intermodal,580.8,2,MEDIUM,0.75,LOW,0
DHL Express Global,1628.8,4,LOW,0.27,URGENT,0
FedEx Freight,1913.4,5,LOW,0.72,MEDIUM,1
FedEx Freight,3134.2,7,MEDIUM,0.2,URGENT,0
UPS Supply Chain Solutions,428.8,2,MEDIUM,0.75,MEDIUM,1
UPS Supply Chain Solutions,517.2,2,MEDIUM,0.3,HIGH,1
UPS Supply Chain Solutions,1533.8,4,LOW,0.58,HIGH,0
UPS Supply Chain Solutions,2070.7,5,MEDIUM,0.54,MEDIUM,0
Maersk Intermodal,2744.8,5,MEDIUM,0.0,HIGH,1
FedEx Freight,2064.5,5,HIGH,0.66,LOW,0
FedEx Freight,2018.2,5,MEDIUM,0.17,URGENT,1
Maersk Intermodal,3763.6,7,LOW,0.25,LOW,1
DHL Express Global,2462.7,6,MEDIUM,0.26,URGENT,0
DHL Express Global,1839.2,4,MEDIUM,0.49,MEDIUM,0
UPS Supply Chain Solutions,2192.5,5,LOW,0.27,URGENT,0
DHL Express Global,1097.3,3,MEDIUM,0.04,MEDIUM,1
FedEx Freight,1412.1,3,MEDIUM,0.97,MEDIUM,1
UPS Supply Chain Solutions,2578.7,6,LOW,0.37,HIGH,1
Maersk Intermodal,3224.6,7,HIGH,0.36,URGENT,1
FedEx Freight,1147.6,3,LOW,0.05,LOW,0
Maersk Intermodal,2948.6,5,MEDIUM,0.48,URGENT,0
UPS Supply Chain Solutions,2937.7,6,LOW,0.5,HIGH,1
FedEx Freight,794.8,2,MEDIUM,0.16,MEDIUM,0
FedEx Freight,2936.8,5,MEDIUM,0.54,MEDIUM,0
DHL Express Global,805.0,2,LOW,0.47,URGENT,0
Maersk Intermodal,869.1,2,MEDIUM,0.14,HIGH,0
Maersk Intermodal,3747.9,8,MEDIUM,0.92,MEDIUM,1
UPS Supply Chain Solutions,3715.3,7,LOW,0.5,MEDIUM,1
UPS Supply Chain Solutions,546.2,1,HIGH,1.0,HIGH,0
Maersk Intermodal,585.6,2,HIGH,0.75,URGENT,1
UPS Supply Chain Solutions,2003.2,4,MEDIUM,0.9,LOW,1
UPS Supply Chain Solutions,675.6,3,MEDIUM,0.45,HIGH,1
DHL Express Global,322.8,2,MEDIUM,0.1,HIGH,0
DHL Express Global,3613.2,8,HIGH,0.3,MEDIUM,1
DHL Express Global,1558.5,3,LOW,0.46,URGENT,0
DHL Express Global,366.9,1,HIGH,0.21,URGENT,1
FedEx Freight,3399.5,6,LOW,0.02,HIGH,0
FedEx Freight,2716.4,5,MEDIUM,0.62,HIGH,0
FedEx Freight,1459.1,3,LOW,0.45,MEDIUM,0
DHL Express Global,3560.6,7,LOW,0.14,URGENT,1
Maersk Intermodal,1631.0,3,MEDIUM,0.6,HIGH,1
DHL Express Global,1141.9,3,HIGH,0.81,LOW,1
FedEx Freight,2337.6,4,MEDIUM,0.17,LOW,1
UPS Supply Chain Solutions,1702.8,4,LOW,0.28,LOW,0
DHL Express Global,1844.6,4,HIGH,0.48,URGENT,0
FedEx Freight,1734.9,4,MEDIUM,0.79,HIGH,0
FedEx Freight,3643.9,7,MEDIUM,0.64,HIGH,1
DHL Express Global,3471.9,7,MEDIUM,0.49,HIGH,0
DHL Express Global,1333.6,3,MEDIUM,0.78,URGENT,0
UPS Supply Chain Solutions,1895.0,5,MEDIUM,0.07,LOW,0
DHL Express Global,1590.1,4,LOW,0.39,HIGH,0
DHL Express Global,1180.9,3,LOW,0.83,MEDIUM,0
DHL Express Global,2766.0,6,MEDIUM,0.09,URGENT,1
UPS Supply Chain Solutions,2615.2,5,HIGH,0.68,URGENT,0
UPS Supply Chain Solutions,486.0,1,LOW,0.46,URGENT,0
FedEx Freight,499.1,2,HIGH,0.57,MEDIUM,1
DHL Express Global,3285.9,6,LOW,0.27,URGENT,1
Maersk Intermodal,1568.4,4,HIGH,0.25,URGENT,1
DHL Express Global,2382.3,4,MEDIUM,0.18,URGENT,0
UPS Supply Chain Solutions,3018.1,6,LOW,0.71,LOW,1
FedEx Freight,1157.9,2,LOW,0.48,URGENT,0
Maersk Intermodal,458.7,2,MEDIUM,0.49,MEDIUM,0
Maersk Intermodal,3206.6,7,MEDIUM,0.95,URGENT,0
DHL Express Global,2427.9,6,HIGH,0.2,HIGH,1
UPS Supply Chain Solutions,3631.1,7,MEDIUM,0.87,HIGH,1
DHL Express Global,1916.5,4,MEDIUM,0.13,HIGH,1
FedEx Freight,471.8,2,HIGH,0.28,HIGH,1
FedEx Freight,666.8,3,LOW,0.05,URGENT,0
UPS Supply Chain Solutions,514.6,1,LOW,0.24,URGENT,1
DHL Express Global,973.8,3,HIGH,0.07,URGENT,1
FedEx Freight,997.3,2,MEDIUM,0.97,LOW,1
DHL Express Global,744.9,3,HIGH,0.15,LOW,0
DHL Express Global,2200.3,4,MEDIUM,0.12,URGENT,0
DHL Express Global,2688.6,5,LOW,0.49,HIGH,0
Maersk Intermodal,1184.9,3,LOW,0.59,URGENT,0
UPS Supply Chain Solutions,3285.2,6,LOW,0.12,URGENT,1
DHL Express Global,3373.4,7,LOW,0.6,HIGH,0
DHL Express Global,2546.1,5,LOW,0.52,URGENT,0
Maersk Intermodal,3599.3,6,HIGH,0.74,MEDIUM,1
DHL Express Global,652.8,2,HIGH,0.24,HIGH,0
FedEx Freight,1822.5,5,LOW,0.33,HIGH,1
FedEx Freight,3451.4,6,MEDIUM,0.44,LOW,0
Maersk Intermodal,2099.8,5,LOW,0.54,LOW,1
DHL Express Global,2396.4,4,MEDIUM,0.4,LOW,0
FedEx Freight,2781.3,6,LOW,0.3,MEDIUM,0
FedEx Freight,2639.8,6,LOW,0.9,MEDIUM,0
UPS Supply Chain Solutions,2834.7,6,MEDIUM,0.74,URGENT,0
FedEx Freight,1754.5,3,MEDIUM,0.4,HIGH,0
DHL Express Global,340.2,2,MEDIUM,0.81,URGENT,0
UPS Supply Chain Solutions,897.3,2,MEDIUM,0.95,HIGH,1
Maersk Intermodal,1204.9,3,HIGH,0.29,HIGH,1
DHL Express Global,2810.6,5,LOW,0.58,LOW,0
UPS Supply Chain Solutions,2634.2,5,MEDIUM,0.02,LOW,0
UPS Supply Chain Solutions,691.5,2,LOW,0.22,URGENT,0
Maersk Intermodal,991.6,3,MEDIUM,0.91,LOW,1
DHL Express Global,2437.7,6,LOW,0.55,HIGH,0
FedEx Freight,731.4,3,HIGH,0.46,URGENT,1
DHL Express Global,1295.5,4,HIGH,0.91,LOW,1
DHL Express Global,1728.9,3,LOW,0.47,URGENT,0
DHL Express Global,1104.5,2,MEDIUM,0.66,URGENT,1
Maersk Intermodal,3087.0,6,LOW,0.18,MEDIUM,0
UPS Supply Chain Solutions,1119.0,2,MEDIUM,0.03,MEDIUM,0
FedEx Freight,1012.2,2,MEDIUM,0.79,LOW,1
DHL Express Global,333.5,2,HIGH,0.86,URGENT,1
UPS Supply Chain Solutions,2435.3,5,MEDIUM,0.84,LOW,1
FedEx Freight,2447.3,6,HIGH,0.24,URGENT,1
FedEx Freight,2039.5,5,MEDIUM,0.94,URGENT,0
Maersk Intermodal,832.2,2,MEDIUM,0.89,LOW,1
Maersk Intermodal,1726.8,4,LOW,0.96,LOW,1
UPS Supply Chain Solutions,2860.3,5,LOW,0.46,URGENT,0
DHL Express Global,3035.1,7,HIGH,0.48,LOW,1
FedEx Freight,2167.3,5,HIGH,0.78,HIGH,1
UPS Supply Chain Solutions,2457.3,6,HIGH,0.63,LOW,1
Maersk Intermodal,667.2,3,MEDIUM,0.89,HIGH,1
UPS Supply Chain Solutions,2807.1,6,LOW,0.47,HIGH,1
DHL Express Global,1798.6,3,LOW,0.12,MEDIUM,1
DHL Express Global,1146.4,2,LOW,0.21,LOW,0
Maersk Intermodal,1242.4,3,LOW,0.07,HIGH,0
DHL Express Global,1223.1,3,MEDIUM,0.17,HIGH,1
DHL Express Global,3287.9,7,HIGH,0.38,MEDIUM,1
UPS Supply Chain Solutions,503.9,2,MEDIUM,0.47,URGENT,0
Maersk Intermodal,2555.5,5,LOW,0.1,URGENT,0
Maersk Intermodal,2808.5,5,MEDIUM,0.43,MEDIUM,0
DHL Express Global,2160.1,5,MEDIUM,0.57,LOW,0
Maersk Intermodal,3535.0,6,LOW,0.96,LOW,1
UPS Supply Chain Solutions,1818.3,4,MEDIUM,0.47,HIGH,0
FedEx Freight,3636.6,8,LOW,0.05,HIGH,1
DHL Express Global,2868.4,5,MEDIUM,0.16,LOW,1
DHL Express Global,933.9,3,MEDIUM,0.15,HIGH,1
UPS Supply Chain Solutions,2884.9,6,LOW,0.0,LOW,0
Maersk Intermodal,1678.9,3,HIGH,0.02,MEDIUM,0
DHL Express Global,2476.5,5,LOW,0.19,URGENT,0
UPS Supply Chain Solutions,2085.3,4,MEDIUM,0.72,HIGH,1
FedEx Freight,1497.3,4,LOW,0.4,URGENT,0
FedEx Freight,2067.1,4,MEDIUM,0.21,LOW,1
Maersk Intermodal,3412.5,7,HIGH,0.3,URGENT,1
Maersk Intermodal,1254.9,3,MEDIUM,0.89,HIGH,0
FedEx Freight,3250.7,6,MEDIUM,0.67,URGENT,0
DHL Express Global,2374.2,5,HIGH,0.47,URGENT,1
FedEx Freight,2617.9,5,MEDIUM,0.36,HIGH,1
FedEx Freight,3506.0,6,HIGH,0.14,URGENT,0
Maersk Intermodal,817.0,3,MEDIUM,0.11,URGENT,1
UPS Supply Chain Solutions,506.1,1,MEDIUM,0.41,MEDIUM,1
UPS Supply Chain Solutions,3422.1,6,LOW,0.92,URGENT,0
FedEx Freight,3079.0,6,MEDIUM,0.9,LOW,0
UPS Supply Chain Solutions,3340.9,7,HIGH,0.13,URGENT,0
DHL Express Global,3611.8,7,MEDIUM,0.33,URGENT,0
DHL Express Global,3491.2,7,MEDIUM,0.91,LOW,1
DHL Express Global,1662.4,3,HIGH,0.57,URGENT,0
UPS Supply Chain Solutions,2214.6,5,MEDIUM,0.49,URGENT,1
DHL Express Global,2023.6,5,MEDIUM,0.14,HIGH,0
FedEx Freight,2479.7,6,MEDIUM,0.75,HIGH,1
DHL Express Global,3283.1,7,LOW,0.52,MEDIUM,0
Maersk Intermodal,1783.7,4,HIGH,0.82,URGENT,0
FedEx Freight,2540.0,6,MEDIUM,0.37,URGENT,0
Maersk Intermodal,3782.3,8,HIGH,0.59,LOW,1
Maersk Intermodal,1131.8,2,MEDIUM,0.75,MEDIUM,1
UPS Supply Chain Solutions,1096.9,3,LOW,0.34,MEDIUM,0
DHL Express Global,2037.0,4,MEDIUM,0.72,URGENT,1
FedEx Freight,2610.4,6,MEDIUM,0.91,MEDIUM,1
Maersk Intermodal,3541.1,6,MEDIUM,0.01,MEDIUM,0
FedEx Freight,2648.0,5,MEDIUM,0.04,MEDIUM,0
DHL Express Global,3673.2,7,MEDIUM,0.2,URGENT,1
DHL Express Global,3536.6,7,MEDIUM,0.57,URGENT,0
UPS Supply Chain Solutions,3080.5,6,MEDIUM,0.33,MEDIUM,0
Maersk Intermodal,432.9,1,HIGH,0.6,LOW,1
Maersk Intermodal,2279.2,5,HIGH,0.37,HIGH,1
DHL Express Global,1141.1,3,MEDIUM,0.63,HIGH,0
UPS Supply Chain Solutions,3696.9,8,HIGH,0.62,MEDIUM,1
Maersk Intermodal,455.1,1,HIGH,0.36,HIGH,1
DHL Express Global,1050.9,2,LOW,0.05,MEDIUM,0
Maersk Intermodal,1441.5,3,LOW,0.02,LOW,0
DHL Express Global,2329.6,5,HIGH,0.85,URGENT,1
DHL Express Global,2868.7,5,LOW,0.35,LOW,1
FedEx Freight,3741.8,8,LOW,0.1,URGENT,1
UPS Supply Chain Solutions,882.3,2,MEDIUM,0.99,LOW,1
Maersk Intermodal,3020.0,7,LOW,0.66,HIGH,1
UPS Supply Chain Solutions,719.6,3,MEDIUM,0.96,HIGH,0
Maersk Intermodal,1270.5,3,LOW,0.14,URGENT,0
Maersk Intermodal,1370.2,3,HIGH,0.43,HIGH,0
FedEx Freight,1123.2,3,MEDIUM,0.51,HIGH,0
FedEx Freight,843.8,2,MEDIUM,0.77,HIGH,0
UPS Supply Chain Solutions,2209.4,4,LOW,0.04,HIGH,0
UPS Supply Chain Solutions,1224.4,3,LOW,0.21,LOW,0
DHL Express Global,3172.9,6,HIGH,0.13,LOW,0
DHL Express Global,1601.6,3,MEDIUM,0.9,MEDIUM,1
UPS Supply Chain Solutions,349.3,2,MEDIUM,0.64,MEDIUM,0
Maersk Intermodal,3346.1,6,LOW,0.53,MEDIUM,0
FedEx Freight,2886.9,6,MEDIUM,0.86,LOW,1
UPS Supply Chain Solutions,3571.1,7,MEDIUM,0.65,LOW,0
FedEx Freight,3091.3,6,MEDIUM,0.78,LOW,1
UPS Supply Chain Solutions,1374.9,4,LOW,0.09,URGENT,0
DHL Express Global,1589.8,3,MEDIUM,0.43,HIGH,0
Maersk Intermodal,2988.3,5,LOW,0.11,LOW,0
UPS Supply Chain Solutions,3139.1,6,MEDIUM,0.51,LOW,1
DHL Express Global,3025.0,7,MEDIUM,0.44,URGENT,0
DHL Express Global,1481.3,4,LOW,0.63,HIGH,0
DHL Express Global,845.1,2,MEDIUM,0.67,HIGH,1
DHL Express Global,2430.4,5,LOW,0.94,LOW,0
FedEx Freight,3239.5,7,MEDIUM,0.64,HIGH,0
DHL Express Global,1370.4,4,HIGH,0.59,HIGH,1
Maersk Intermodal,504.4,1,LOW,0.66,MEDIUM,1
FedEx Freight,1016.4,3,LOW,0.74,HIGH,1
DHL Express Global,3648.3,8,MEDIUM,0.08,MEDIUM,0
DHL Express Global,1382.0,4,HIGH,0.01,MEDIUM,0
Maersk Intermodal,3751.3,8,HIGH,0.56,URGENT,0
UPS Supply Chain Solutions,1601.8,3,MEDIUM,0.49,URGENT,1
DHL Express Global,3743.4,8,MEDIUM,0.01,LOW,0
FedEx Freight,1038.2,2,MEDIUM,0.09,URGENT,0
UPS Supply Chain Solutions,1071.1,2,HIGH,0.43,URGENT,1
DHL Express Global,1479.3,4,MEDIUM,0.0,LOW,0
Maersk Intermodal,334.1,1,LOW,0.46,MEDIUM,0
FedEx Freight,2977.0,5,HIGH,0.24,LOW,1
Maersk Intermodal,1451.5,3,LOW,0.9,MEDIUM,1
UPS Supply Chain Solutions,2399.4,4,LOW,0.87,URGENT,0
UPS Supply Chain Solutions,2614.7,5,LOW,0.69,URGENT,0
UPS Supply Chain Solutions,3677.0,7,MEDIUM,0.81,MEDIUM,0
DHL Express Global,1604.7,3,MEDIUM,0.93,LOW,1
UPS Supply Chain Solutions,2970.3,5,MEDIUM,0.57,URGENT,0
UPS Supply Chain Solutions,2315.7,4,MEDIUM,0.99,MEDIUM,0
Maersk Intermodal,396.7,1,LOW,0.31,URGENT,1
